age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
24.0,7.76,3.75,2.47,8.9,138.0,100.0,Medium,36.02
18.0,6.23,2.0,6.57,4.37,80.0,100.0,Medium,83.67
17.0,7.15,6.16,4.53,5.08,233.0,86.46,High,21.79
16.0,3.71,2.42,2.4,7.78,266.0,100.0,Medium,38.22
39.0,8.63,4.13,2.36,6.7,254.0,92.71,Medium,38.91
31.0,10.53,4.1,2.89,5.64,97.0,100.0,Medium,12.76
37.0,4.58,3.65,4.98,5.03,43.0,100.0,Medium,44.33
35.0,6.92,5.55,1.85,5.4,120.0,89.46,High,0.0
38.0,11.76,9.28,7.36,6.15,270.0,88.29,High,26.7
34.0,5.33,3.66,4.6,4.89,142.0,100.0,Medium,26.34
37.0,7.95,4.13,7.36,8.82,234.0,100.0,Medium,82.36
27.0,2.9,1.4,0.37,4.54,281.0,95.6,Low,4.04
19.0,8.06,2.46,2.74,8.93,142.0,100.0,Medium,58.47
35.0,2.9,2.32,0.18,8.21,271.0,97.55,Medium,13.04
23.0,11.59,4.09,2.18,6.12,177.0,95.04,Medium,8.66
39.0,9.16,6.21,6.9,7.7,168.0,100.0,High,59.69
39.0,9.88,5.95,0.29,7.36,84.0,82.63,High,0.0
36.0,9.04,5.57,3.49,5.07,23.0,93.51,High,12.41
20.0,7.9,6.76,0.94,5.7,193.0,82.72,High,0.0
,6.5,2.07,,6.57,155.0,100.0,Medium,40.11
39.0,10.58,8.08,6.71,7.19,263.0,89.48,High,51.13
24.0,11.57,3.83,4.98,6.71,79.0,100.0,Medium,55.83
22.0,6.99,2.26,5.89,6.36,64.0,100.0,Medium,78.38
21.0,11.32,6.32,2.79,6.22,91.0,87.8,High,10.93
21.0,7.83,2.65,7.56,6.49,114.0,100.0,Medium,86.25
20.0,7.38,5.71,5.67,6.17,50.0,100.0,High,36.18
35.0,6.54,4.04,3.37,6.71,175.0,100.0,Medium,22.77
34.0,4.09,1.3,3.41,8.44,259.0,100.0,Low,53.9
17.0,2.04,0.66,7.35,7.16,83.0,100.0,Low,100.0
33.0,4.42,2.95,4.61,7.61,128.0,100.0,Medium,52.39
36.0,7.1,5.56,5.65,6.99,87.0,100.0,High,
29.0,5.8,3.26,3.34,7.22,54.0,100.0,Medium,58.74
18.0,6.48,4.1,1.79,6.89,270.0,93.94,Medium,0.0
26.0,11.81,9.21,5.79,4.13,55.0,89.77,High,19.24
20.0,5.5,3.66,,9.0,151.0,100.0,Medium,48.7
33.0,6.52,2.84,4.01,4.17,241.0,,Medium,28.38
18.0,3.34,2.23,4.99,5.98,186.0,100.0,Medium,57.88
29.0,2.48,1.68,1.67,4.53,293.0,95.91,Low,0.0
23.0,9.75,7.22,6.35,4.48,79.0,91.73,High,18.91
19.0,7.71,5.19,7.59,7.97,132.0,100.0,High,71.97
27.0,9.61,8.47,7.13,6.13,240.0,100.0,High,14.78
37.0,3.5,1.46,2.57,8.01,298.0,100.0,Low,32.49
32.0,7.72,6.72,3.25,5.36,87.0,88.65,High,21.48
19.0,4.54,2.83,6.47,5.28,,100.0,Medium,61.33
39.0,4.28,3.01,4.76,5.26,288.0,100.0,Medium,51.29
30.0,2.12,0.76,4.38,7.08,150.0,100.0,Low,87.91
33.0,3.3,1.74,7.41,8.07,286.0,100.0,Low,100.0
,5.09,3.88,4.29,6.26,227.0,100.0,Medium,31.35
39.0,3.17,2.3,4.12,5.9,231.0,100.0,Medium,39.43
30.0,11.86,3.84,0.34,8.87,70.0,,Medium,20.29
29.0,5.09,3.2,0.56,4.58,61.0,100.0,Medium,8.03
36.0,3.3,1.16,0.06,6.43,266.0,99.33,Low,18.14
18.0,3.99,3.58,7.31,6.04,214.0,100.0,Medium,75.94
21.0,7.88,6.61,3.27,4.49,263.0,82.29,High,0.0
30.0,2.64,0.83,3.75,5.34,219.0,100.0,Low,51.13
38.0,10.62,8.66,6.76,4.14,140.0,96.58,High,10.61
36.0,11.61,9.89,4.87,8.38,222.0,82.34,High,0.0
35.0,4.47,2.29,4.88,7.04,125.0,100.0,Medium,53.06
36.0,6.5,4.76,,8.08,269.0,95.63,Medium,14.27
35.0,2.22,1.25,6.67,6.61,98.0,100.0,Low,94.18
22.0,8.41,5.83,1.33,7.0,184.0,84.82,High,0.0
31.0,6.14,3.1,0.43,7.5,138.0,93.66,Medium,8.66
30.0,4.7,2.32,1.53,8.54,76.0,100.0,Medium,34.57
37.0,4.07,2.26,2.14,4.46,207.0,99.69,Medium,1.26
24.0,8.54,3.31,2.26,5.65,71.0,99.35,Medium,16.93
24.0,6.16,4.92,,7.55,91.0,100.0,Medium,56.86
16.0,3.8,1.94,1.74,8.79,260.0,100.0,Low,26.48
23.0,8.89,4.8,5.41,8.9,119.0,100.0,Medium,40.99
31.0,7.65,6.4,0.73,7.19,174.0,83.53,High,0.0
25.0,10.59,6.33,1.18,4.97,78.0,83.12,High,0.0
24.0,3.17,1.99,4.07,4.6,294.0,96.41,Low,38.33
36.0,9.86,8.62,7.38,8.73,278.0,100.0,High,42.47
39.0,8.74,7.27,6.88,6.17,220.0,95.69,High,41.94
31.0,,1.27,7.75,4.97,195.0,100.0,Low,83.9
18.0,8.95,5.23,5.2,8.67,117.0,100.0,High,57.29
30.0,6.42,5.67,5.41,4.52,201.0,98.02,High,13.37
34.0,11.45,5.99,5.0,7.65,291.0,100.0,High,43.62
29.0,3.42,1.79,4.98,7.13,54.0,100.0,Low,73.1
39.0,8.43,3.52,1.18,4.44,106.0,96.22,Medium,0.0
35.0,5.82,2.15,4.35,5.69,177.0,100.0,Medium,50.52
19.0,11.57,8.61,,4.75,135.0,85.19,High,4.89
20.0,5.3,4.04,3.54,7.02,27.0,100.0,Medium,57.87
31.0,11.62,10.24,4.19,6.39,126.0,79.67,High,0.0
15.0,11.01,8.41,1.03,4.02,126.0,70.7,High,0.0
39.0,4.7,2.1,2.88,8.88,133.0,100.0,Medium,41.3
33.0,10.04,3.25,0.51,5.75,29.0,99.02,Medium,0.0
18.0,11.96,10.66,7.84,5.29,79.0,89.42,High,15.31
31.0,4.53,2.28,0.95,5.11,285.0,96.3,Medium,3.38
23.0,6.37,3.1,2.07,4.79,121.0,100.0,Medium,17.7
38.0,7.2,6.07,7.13,9.0,82.0,100.0,High,71.57
16.0,4.95,3.22,3.86,5.48,194.0,100.0,Medium,40.34
22.0,2.15,0.92,1.09,6.03,216.0,100.0,Low,37.41
29.0,4.2,3.5,3.07,8.36,241.0,100.0,Medium,42.34
21.0,4.82,4.32,0.93,7.21,209.0,88.61,Medium,15.8
20.0,6.44,2.27,1.6,5.84,147.0,100.0,Medium,32.92
15.0,,3.03,0.42,8.49,65.0,100.0,Medium,18.54
29.0,10.73,5.73,3.51,7.75,88.0,100.0,High,4.9
37.0,9.05,5.56,6.45,5.14,77.0,100.0,High,31.2
21.0,2.85,2.42,4.69,7.22,235.0,100.0,Medium,62.48
39.0,8.5,7.51,4.85,8.61,134.0,100.0,High,29.12
31.0,8.54,3.91,1.6,6.48,29.0,100.0,Medium,36.68
16.0,11.56,4.94,2.75,7.67,288.0,99.06,Medium,1.93
23.0,2.03,0.71,6.76,8.86,105.0,100.0,Low,100.0
23.0,4.48,2.85,0.7,7.45,166.0,100.0,Medium,16.3
27.0,11.28,3.48,6.86,4.51,137.0,100.0,Medium,51.15
20.0,11.32,6.19,3.87,5.22,154.0,85.01,High,28.36
20.0,9.21,3.17,6.7,6.98,34.0,100.0,Medium,64.58
34.0,9.66,5.25,2.54,5.38,225.0,85.18,High,
34.0,2.91,0.94,2.71,8.79,252.0,100.0,Low,68.46
35.0,7.14,5.72,6.01,6.03,85.0,100.0,High,33.58
17.0,4.32,1.84,6.28,6.29,23.0,100.0,,60.49
31.0,3.81,1.89,1.84,7.51,22.0,100.0,Low,46.33
31.0,10.1,8.3,7.78,6.62,278.0,94.0,High,47.55
26.0,3.35,2.5,0.68,5.91,222.0,99.1,Medium,4.63
30.0,6.69,2.89,0.55,4.38,259.0,88.93,Medium,0.0
29.0,11.39,,4.76,6.98,112.0,100.0,Medium,50.33
27.0,3.86,2.82,5.78,8.34,42.0,100.0,Medium,72.74
37.0,11.78,6.3,7.69,7.43,106.0,100.0,High,41.85
15.0,11.94,9.07,3.24,5.91,70.0,82.0,High,0.0
31.0,7.56,4.29,0.2,4.64,62.0,94.06,Medium,0.0
17.0,3.7,1.88,4.82,8.08,223.0,100.0,Low,72.99
29.0,5.16,2.94,2.32,,77.0,100.0,Medium,63.92
18.0,6.24,4.67,3.46,5.94,78.0,100.0,Medium,24.28
18.0,5.09,4.28,3.91,7.64,187.0,100.0,Medium,38.29
32.0,4.81,1.59,0.52,6.05,193.0,100.0,Low,18.14
31.0,11.72,7.2,3.89,6.51,226.0,93.18,High,6.05
33.0,3.53,1.13,3.41,8.18,130.0,100.0,Low,50.41
25.0,9.33,5.42,5.7,4.42,42.0,100.0,High,37.57
34.0,2.0,1.66,5.17,6.65,252.0,100.0,Low,58.46
17.0,7.96,4.11,1.48,5.07,294.0,80.19,Medium,0.0
22.0,11.16,9.59,1.65,5.7,191.0,62.76,High,0.0
28.0,4.88,3.31,2.01,7.22,30.0,100.0,Medium,33.37
15.0,3.86,3.32,1.43,4.14,79.0,94.49,Medium,0.0
28.0,8.52,6.43,,6.97,251.0,100.0,High,32.3
16.0,9.13,3.31,7.96,5.42,254.0,100.0,Medium,77.54
37.0,8.88,3.9,5.22,7.35,22.0,100.0,Medium,57.72
18.0,5.19,2.78,4.85,4.71,163.0,100.0,Medium,30.84
38.0,4.52,1.82,3.28,7.68,249.0,100.0,Low,43.13
33.0,11.56,6.9,2.5,7.23,28.0,90.82,High,4.25
20.0,11.23,,7.29,8.86,212.0,100.0,High,45.27
39.0,6.57,5.74,7.75,8.56,146.0,100.0,High,73.13
15.0,10.46,5.86,3.97,5.42,67.0,100.0,High,32.27
31.0,6.52,5.03,2.32,4.14,126.0,93.84,High,4.93
22.0,6.24,5.4,6.16,7.28,283.0,100.0,High,33.96
33.0,3.57,2.95,1.06,7.01,272.0,95.94,Medium,38.17
35.0,6.26,2.66,6.12,4.14,46.0,100.0,Medium,54.01
15.0,7.37,4.4,6.55,4.61,28.0,100.0,Medium,55.03
19.0,2.23,1.13,1.0,6.92,239.0,100.0,Low,21.59
30.0,6.44,3.48,,8.56,177.0,100.0,Medium,89.85
20.0,9.81,5.07,7.88,8.53,33.0,100.0,High,93.7
22.0,8.8,7.0,7.49,4.76,48.0,,High,30.55
27.0,8.35,4.77,3.97,5.92,45.0,100.0,Medium,25.1
30.0,11.1,6.82,1.97,4.22,233.0,71.29,High,0.0
17.0,2.18,1.94,4.66,6.35,162.0,100.0,Low,40.71
33.0,7.57,2.54,3.36,7.77,134.0,100.0,Medium,56.34
26.0,9.87,5.85,1.65,7.95,237.0,87.0,High,0.0
30.0,7.41,5.66,3.39,6.49,100.0,100.0,,18.56
25.0,5.24,2.05,5.31,4.48,220.0,100.0,Medium,41.47
24.0,3.36,2.24,0.57,5.91,86.0,96.61,Medium,3.34
39.0,10.88,4.83,2.67,8.66,268.0,92.74,Medium,23.19
34.0,6.71,5.51,0.14,5.15,163.0,75.39,High,0.0
18.0,10.78,5.35,6.0,5.6,160.0,100.0,High,30.84
26.0,7.86,3.91,5.13,,115.0,100.0,Medium,64.36
37.0,8.74,5.76,0.5,7.67,137.0,87.34,High,6.26
16.0,10.04,4.12,7.72,8.56,204.0,100.0,Medium,90.69
38.0,8.59,4.05,0.18,5.94,264.0,79.47,,
36.0,5.98,3.29,4.72,6.57,220.0,100.0,Medium,49.5
33.0,7.14,3.66,6.21,6.34,297.0,100.0,Medium,70.9
39.0,10.03,6.17,6.3,8.64,,100.0,High,62.47
19.0,,,0.27,7.85,231.0,93.09,Medium,4.91
22.0,5.88,3.76,7.25,8.16,278.0,100.0,Medium,63.15
21.0,2.96,2.05,7.35,4.67,183.0,100.0,Medium,93.32
28.0,11.15,5.4,4.49,7.96,116.0,100.0,High,39.2
38.0,2.91,1.09,3.86,6.16,229.0,100.0,Low,48.35
37.0,8.48,6.41,0.36,4.12,55.0,74.41,High,0.0
17.0,6.13,4.97,4.5,4.3,285.0,96.91,Medium,0.0
32.0,6.06,2.75,3.28,7.39,119.0,100.0,Medium,51.12
30.0,8.8,4.79,6.18,5.86,40.0,100.0,,57.67
37.0,2.67,1.6,3.23,8.34,236.0,100.0,Low,57.63
33.0,7.94,4.92,5.47,7.67,123.0,100.0,Medium,59.39
33.0,9.72,6.76,0.81,4.11,131.0,74.53,High,0.0
32.0,10.28,3.34,1.06,7.43,238.0,99.79,Medium,19.88
34.0,3.71,2.72,1.12,4.96,139.0,92.47,Medium,
30.0,,3.7,0.36,6.11,268.0,96.9,Medium,6.94
22.0,8.56,4.97,4.33,7.12,115.0,100.0,Medium,32.41
15.0,10.82,8.62,6.35,8.36,207.0,98.07,,34.53
31.0,6.85,3.91,4.88,6.28,163.0,100.0,Medium,39.42
26.0,7.42,2.89,4.6,,47.0,100.0,Medium,64.8
35.0,11.19,9.97,5.44,7.91,25.0,94.13,High,13.25
25.0,11.0,9.17,2.72,6.07,281.0,74.82,High,0.0
19.0,6.48,4.94,2.9,6.5,249.0,97.05,Medium,20.15
26.0,4.74,2.59,2.51,7.5,141.0,100.0,Medium,19.87
31.0,5.93,2.43,5.7,4.16,213.0,100.0,Medium,
20.0,5.88,5.09,1.29,8.45,124.0,95.14,High,17.84
15.0,4.87,3.02,0.1,7.85,218.0,100.0,Medium,2.89
19.0,4.69,3.81,4.77,5.25,81.0,100.0,Medium,46.35
39.0,10.61,5.36,7.54,8.91,99.0,100.0,High,97.06
28.0,2.7,1.35,4.88,4.9,194.0,100.0,Low,35.8
19.0,8.78,7.83,6.26,8.57,28.0,100.0,High,
36.0,3.73,2.29,5.38,5.62,199.0,100.0,Medium,76.09
38.0,5.45,2.1,3.98,7.82,290.0,100.0,Medium,55.9
15.0,2.62,1.13,5.75,6.28,181.0,100.0,Low,74.5
32.0,4.7,2.77,6.59,7.68,295.0,100.0,Medium,69.28
30.0,9.68,3.15,1.8,,225.0,100.0,Medium,2.01
23.0,10.85,6.27,2.69,5.35,79.0,86.38,High,0.0
33.0,4.22,2.33,1.79,4.5,205.0,99.97,Medium,10.85
36.0,6.64,5.1,3.62,8.33,94.0,100.0,High,34.82
19.0,6.7,3.44,7.08,5.48,113.0,100.0,Medium,68.81
16.0,10.74,9.55,2.76,7.47,86.0,73.63,High,0.0
29.0,9.63,3.93,3.0,8.1,21.0,100.0,Medium,47.18
21.0,7.13,4.67,6.88,8.51,197.0,100.0,Medium,70.28
18.0,8.71,3.08,4.12,4.53,161.0,98.91,Medium,37.66
15.0,10.47,7.75,4.28,8.47,63.0,97.49,High,20.68
,2.1,1.88,6.89,4.99,193.0,100.0,Low,65.47
34.0,6.03,4.77,3.92,7.68,250.0,100.0,Medium,41.31
36.0,11.07,7.01,5.45,7.64,255.0,97.02,High,27.36
21.0,9.4,5.55,0.69,,112.0,82.79,High,0.0
29.0,7.43,5.95,1.43,5.1,63.0,92.39,High,16.16
37.0,7.3,6.29,3.24,6.46,46.0,100.0,High,22.12
28.0,5.48,4.9,3.96,6.1,291.0,89.43,Medium,20.12
37.0,7.21,3.88,7.73,8.59,,100.0,Medium,72.24
33.0,8.55,7.65,7.77,5.8,267.0,87.89,High,48.59
36.0,6.18,2.43,6.81,8.68,69.0,100.0,Medium,60.76
38.0,9.14,4.13,2.52,6.3,228.0,100.0,Medium,12.6
34.0,10.61,3.75,7.71,8.82,143.0,100.0,Medium,68.1
38.0,3.55,1.64,5.51,7.69,268.0,100.0,Low,67.51
32.0,6.52,4.96,3.14,8.15,170.0,100.0,Medium,
24.0,6.08,4.94,5.61,4.52,83.0,100.0,Medium,38.18
23.0,8.87,6.81,0.13,6.93,260.0,66.59,High,0.0
39.0,4.5,3.05,1.17,4.71,186.0,100.0,Medium,14.74
22.0,8.4,5.11,6.64,5.49,259.0,100.0,High,51.6
24.0,10.77,7.81,5.16,7.12,68.0,98.64,High,31.07
31.0,6.18,3.3,2.91,7.63,206.0,97.92,Medium,20.56
16.0,11.11,8.94,,4.2,,72.36,High,0.0
20.0,11.93,8.43,7.24,6.65,208.0,97.02,High,38.24
19.0,3.06,2.2,5.05,6.83,130.0,100.0,Medium,64.02
23.0,4.33,2.69,3.19,4.39,284.0,100.0,Medium,17.95
19.0,11.5,9.56,0.96,6.5,,59.38,High,0.0
32.0,11.58,5.22,2.35,7.57,256.0,92.68,High,30.42
34.0,2.98,1.58,7.83,4.27,178.0,100.0,Low,86.38
23.0,2.15,1.65,3.5,7.8,79.0,100.0,Low,37.37
31.0,3.61,2.15,3.77,6.88,94.0,100.0,Medium,39.57
31.0,11.96,9.97,3.99,8.17,247.0,85.51,High,0.0
26.0,3.8,1.93,7.07,5.09,173.0,100.0,Low,61.61
21.0,7.03,3.67,4.83,8.17,260.0,100.0,Medium,40.22
17.0,10.48,8.73,5.55,4.47,,83.42,High,12.81
24.0,2.2,1.27,3.12,6.02,188.0,100.0,Low,50.83
16.0,8.04,4.9,0.23,5.0,281.0,75.49,Medium,0.0
39.0,4.77,2.38,7.45,8.38,28.0,100.0,Medium,88.59
17.0,10.62,4.95,7.59,7.52,117.0,100.0,Medium,64.33
30.0,4.83,3.35,7.59,4.13,31.0,100.0,Medium,59.87
16.0,8.87,3.3,7.55,4.05,291.0,100.0,Medium,57.79
38.0,8.74,7.23,6.52,5.46,90.0,100.0,High,23.62
24.0,4.21,3.23,5.48,4.72,154.0,,Medium,45.52
20.0,2.35,0.97,6.76,7.15,278.0,100.0,Low,74.11
36.0,6.09,4.36,4.8,7.32,24.0,100.0,Medium,48.33
25.0,4.89,3.24,,8.71,258.0,97.11,Medium,
37.0,10.09,4.14,3.13,8.76,118.0,100.0,Medium,28.11
21.0,10.0,4.64,7.77,7.29,170.0,100.0,Medium,64.82
29.0,6.57,3.58,2.81,4.03,277.0,94.65,Medium,9.41
20.0,8.07,5.81,6.94,5.79,168.0,100.0,High,55.49
34.0,8.04,5.49,0.75,6.57,161.0,79.94,High,2.98
23.0,10.27,6.36,2.67,6.5,270.0,85.35,High,0.0
36.0,6.25,4.76,2.81,7.02,253.0,100.0,Medium,20.37
34.0,4.75,3.59,0.41,8.8,151.0,100.0,Medium,13.39
26.0,4.65,3.12,0.95,8.43,66.0,100.0,Medium,36.89
33.0,7.36,5.68,1.55,4.54,113.0,92.43,High,6.04
34.0,6.49,3.25,6.7,5.33,268.0,100.0,Medium,67.73
17.0,6.4,5.3,0.51,8.17,39.0,98.21,High,6.74
29.0,2.91,1.95,2.39,8.12,199.0,100.0,Low,47.35
16.0,9.19,7.29,0.08,5.38,291.0,59.44,High,0.0
35.0,4.14,2.6,5.57,7.65,155.0,100.0,Medium,60.88
16.0,3.97,1.71,4.96,7.36,256.0,100.0,Low,59.72
36.0,6.13,3.83,5.16,6.37,209.0,100.0,Medium,49.06
17.0,4.28,2.24,3.0,5.01,231.0,,Medium,
20.0,7.84,5.63,1.67,8.44,83.0,98.57,High,0.0
29.0,5.71,3.34,5.76,7.39,183.0,100.0,Medium,60.33
24.0,6.49,5.2,6.49,4.84,57.0,100.0,High,29.71
23.0,7.37,5.21,1.11,7.52,234.0,88.66,High,
15.0,4.04,2.87,3.89,7.71,38.0,100.0,Medium,47.69
30.0,3.56,1.53,1.99,8.43,273.0,100.0,Low,
20.0,10.8,9.62,1.34,5.11,93.0,74.15,High,0.0
23.0,6.34,5.1,5.87,8.94,160.0,100.0,High,
18.0,6.12,4.73,4.3,4.77,36.0,96.51,Medium,26.0
16.0,2.36,1.18,1.73,7.0,114.0,100.0,Low,31.49
18.0,6.98,4.34,2.48,7.29,253.0,100.0,Medium,25.39
15.0,7.54,2.88,7.73,6.09,107.0,100.0,Medium,81.09
33.0,7.59,4.73,6.79,6.38,70.0,100.0,Medium,58.47
39.0,9.07,3.51,7.04,8.45,264.0,100.0,Medium,78.57
24.0,3.77,2.38,3.68,7.23,132.0,100.0,Medium,54.35
35.0,4.52,3.12,4.99,6.49,27.0,100.0,Medium,76.8
29.0,10.11,5.4,3.01,4.64,56.0,93.12,High,0.0
36.0,11.47,6.87,0.62,4.04,66.0,70.77,High,0.0
33.0,3.36,2.77,3.21,4.62,119.0,,Medium,27.29
30.0,6.98,2.55,4.75,8.78,192.0,100.0,Medium,74.21
35.0,4.14,3.21,2.3,7.82,,100.0,Medium,30.14
38.0,2.6,1.05,6.78,8.84,210.0,100.0,Low,97.52
36.0,5.26,1.69,1.21,4.18,253.0,100.0,Low,13.84
18.0,3.44,1.42,2.94,7.4,254.0,100.0,Low,39.49
16.0,9.1,6.91,1.0,4.22,145.0,79.01,High,0.0
39.0,7.34,3.99,3.24,7.91,197.0,100.0,Medium,39.75
27.0,3.44,2.83,0.32,5.9,192.0,94.32,Medium,8.14
15.0,2.09,1.28,2.18,4.48,139.0,99.98,Low,26.7
31.0,10.08,3.16,3.21,6.84,49.0,100.0,Medium,25.7
27.0,3.76,2.74,3.83,5.4,67.0,100.0,Medium,48.17
18.0,8.06,2.95,4.35,7.3,198.0,100.0,Medium,57.84
21.0,5.37,4.15,2.2,7.29,113.0,100.0,Medium,27.81
31.0,7.85,3.15,4.18,7.53,74.0,100.0,Medium,52.94
23.0,5.16,2.62,4.07,8.96,255.0,100.0,Medium,54.66
18.0,2.87,2.17,2.53,,93.0,100.0,Medium,
33.0,4.23,3.69,6.64,6.33,141.0,100.0,Medium,69.02
15.0,3.88,2.03,,8.02,76.0,100.0,Medium,68.1
,6.28,5.01,2.66,6.89,292.0,97.81,High,0.0
18.0,8.58,3.56,,4.19,158.0,100.0,Medium,45.2
23.0,4.64,3.64,6.76,8.22,218.0,100.0,Medium,96.29
27.0,2.12,1.47,7.86,4.26,228.0,100.0,Low,89.58
28.0,7.19,,5.54,4.85,292.0,100.0,Medium,59.94
24.0,8.06,3.88,3.03,4.51,157.0,100.0,Medium,0.91
20.0,11.63,4.41,2.25,4.39,153.0,90.6,Medium,14.51
30.0,7.89,4.18,5.31,4.13,35.0,100.0,Medium,
20.0,6.71,2.83,7.85,4.28,122.0,100.0,Medium,74.71
31.0,7.73,5.31,5.01,6.21,,100.0,High,36.21
24.0,11.28,10.11,7.05,5.26,109.0,,High,14.45
32.0,10.28,3.16,2.63,4.63,23.0,100.0,,25.22
36.0,5.23,3.27,3.26,7.29,81.0,100.0,Medium,31.64
32.0,4.37,2.82,7.25,5.13,231.0,100.0,Medium,74.78
17.0,4.63,3.93,6.05,4.09,267.0,100.0,Medium,32.59
34.0,7.04,4.25,7.85,6.09,211.0,100.0,Medium,60.37
35.0,9.44,5.91,6.2,5.55,75.0,100.0,High,41.26
39.0,7.03,4.1,3.59,5.59,50.0,100.0,Medium,16.94
29.0,2.68,1.24,4.25,6.23,20.0,100.0,Low,74.89
29.0,9.24,3.08,7.2,7.34,217.0,100.0,Medium,89.36
18.0,10.06,5.48,4.41,7.08,64.0,100.0,High,29.49
23.0,4.89,1.62,2.04,8.69,66.0,100.0,Low,46.4
33.0,8.64,5.45,3.48,6.59,241.0,96.72,High,17.28
38.0,6.27,3.04,4.13,6.36,100.0,100.0,Medium,26.1
31.0,10.89,,0.77,5.07,299.0,69.24,High,0.0
25.0,10.45,3.98,5.95,7.78,208.0,100.0,Medium,67.53
39.0,7.25,6.23,0.87,4.7,58.0,84.26,High,0.0
23.0,8.92,7.46,3.24,6.46,102.0,94.24,High,0.0
24.0,,4.48,6.44,6.11,195.0,100.0,Medium,48.89
32.0,6.96,3.52,3.74,7.29,28.0,100.0,Medium,51.96
34.0,5.13,3.43,6.74,8.59,297.0,100.0,Medium,55.17
27.0,9.54,3.41,2.74,8.73,277.0,100.0,Medium,54.27
,4.2,2.15,7.66,4.84,291.0,100.0,Medium,84.09
21.0,5.89,2.65,1.68,5.31,,98.36,Medium,9.76
31.0,10.66,9.05,0.31,8.06,199.0,72.82,High,0.0
35.0,9.24,7.5,6.98,6.59,,100.0,High,51.36
37.0,6.04,3.91,6.02,6.27,34.0,100.0,Medium,48.78
29.0,4.15,2.54,1.86,7.55,86.0,100.0,Medium,46.29
34.0,5.56,4.77,7.88,7.01,206.0,100.0,Medium,69.37
29.0,4.84,4.16,4.02,8.85,82.0,100.0,Medium,55.53
15.0,3.76,3.31,7.61,6.92,60.0,100.0,Medium,91.19
39.0,9.43,3.54,4.04,6.33,47.0,100.0,Medium,43.99
28.0,4.52,1.79,3.77,6.71,296.0,100.0,Low,58.98
19.0,6.54,4.62,3.59,8.04,240.0,100.0,Medium,27.7
25.0,5.86,,2.68,7.06,236.0,95.96,Medium,25.51
30.0,11.82,3.68,4.27,7.24,241.0,100.0,Medium,34.52
16.0,5.91,1.99,3.62,8.86,80.0,100.0,Low,55.27
22.0,2.8,2.33,0.29,7.09,122.0,98.22,Medium,17.96
25.0,2.9,2.38,2.08,5.9,204.0,100.0,Medium,33.64
,7.91,4.07,1.7,7.46,166.0,94.84,Medium,3.89
17.0,7.99,6.67,6.94,7.3,94.0,100.0,,53.65
15.0,6.19,4.06,4.79,4.07,20.0,100.0,Medium,46.9
25.0,6.32,4.95,,6.34,181.0,100.0,Medium,60.96
,2.54,1.41,7.65,7.71,36.0,100.0,Low,100.0
32.0,7.17,2.64,5.15,6.5,262.0,100.0,Medium,44.49
30.0,7.05,3.95,7.86,7.9,38.0,100.0,Medium,92.05
37.0,3.5,2.01,2.49,6.25,78.0,100.0,Medium,42.17
24.0,3.04,1.92,1.49,8.92,220.0,100.0,Low,37.53
,3.24,1.18,3.23,5.46,134.0,100.0,Low,43.28
20.0,3.01,2.69,3.77,4.46,222.0,100.0,Medium,35.19
33.0,8.1,3.62,7.16,6.15,50.0,100.0,Medium,76.1
18.0,3.96,1.66,4.48,6.71,213.0,100.0,Low,54.58
27.0,4.51,2.78,2.34,5.75,125.0,100.0,Medium,23.98
38.0,3.74,2.33,5.94,5.21,145.0,100.0,Medium,48.56
28.0,11.58,6.53,4.05,7.36,122.0,98.04,High,24.48
17.0,10.55,8.05,1.3,5.89,182.0,79.68,High,0.0
24.0,4.3,2.62,4.61,7.16,140.0,100.0,Medium,44.45
20.0,5.28,3.52,7.29,7.9,259.0,100.0,Medium,75.41
15.0,4.1,3.01,6.74,7.81,114.0,100.0,Medium,73.71
37.0,6.92,2.18,4.69,5.88,227.0,100.0,Medium,63.46
38.0,2.2,1.41,3.02,6.84,168.0,100.0,Low,35.41
28.0,8.71,7.23,0.7,6.25,212.0,74.53,High,0.0
22.0,7.23,2.24,3.76,8.35,161.0,100.0,Medium,69.32
33.0,10.99,5.97,6.02,8.39,291.0,100.0,High,21.38
28.0,3.64,3.11,2.88,5.72,220.0,100.0,Medium,32.34
24.0,10.04,5.14,1.88,4.46,181.0,79.91,,0.0
31.0,9.92,5.71,7.45,4.84,128.0,100.0,High,33.95
23.0,3.27,2.91,6.57,5.84,282.0,100.0,Medium,59.94
20.0,5.99,2.51,5.11,6.82,229.0,100.0,Medium,
25.0,3.7,1.25,1.09,7.28,168.0,100.0,Low,22.8
39.0,4.55,3.71,1.16,5.66,275.0,90.37,Medium,0.0
21.0,4.63,3.8,0.83,7.34,218.0,100.0,Medium,16.56
31.0,7.56,4.41,4.93,8.69,205.0,100.0,Medium,52.16
15.0,6.11,3.72,0.92,7.26,184.0,99.76,Medium,4.28
36.0,11.48,9.2,6.74,4.79,127.0,86.21,High,2.46
19.0,3.26,2.42,7.94,6.9,102.0,100.0,Medium,99.89
23.0,11.74,5.39,2.93,6.71,99.0,95.61,High,33.7
32.0,4.31,1.34,3.63,8.35,272.0,100.0,Low,56.98
38.0,9.73,5.72,5.69,5.75,44.0,100.0,High,37.65
